application_id,customer_id,application_date,decision,approved_amount,decision_score,reason_code
40,56,2023-02-03,approved,1398.0489862713152,689,
41,46,2023-02-16,approved,630.1245214799682,759,
42,26,2023-02-25,approved,600.7662741935278,748,
43,39,2023-03-01,approved,523.9431186308123,674,
44,165,2023-03-21,approved,1171.3634332393967,754,
45,80,2023-03-24,approved,527.3851452615214,730,
46,193,2023-03-16,approved,695.1006204833722,676,
47,95,2023-03-05,approved,689.6582905910557,719,
48,180,2023-03-29,approved,690.6353709970731,659,
49,22,2023-03-23,declined,,648,high_dti_proxy
50,120,2023-03-04,approved,775.3053610959224,632,
51,14,2023-03-11,approved,1086.458643920737,714,
52,54,2023-03-22,approved,564.0649641702215,727,
53,123,2023-03-15,approved,1493.0024881662705,745,
54,136,2023-03-25,approved,883.1849152636527,710,
55,66,2023-03-22,approved,895.1045908975269,783,
56,166,2023-03-05,approved,1378.1357948860023,752,
57,190,2023-03-07,approved,646.9415259722194,648,
58,90,2023-03-03,approved,807.0267342474231,751,
59,74,2023-03-23,approved,1039.725602861227,752,
60,94,2023-03-10,approved,1015.1895823694998,679,
61,150,2023-03-17,approved,878.9385102208541,763,
62,117,2023-03-07,approved,904.6716654864441,703,
63,79,2023-03-04,approved,353.87123002839763,737,
64,137,2023-03-08,approved,1310.227785565304,704,
65,227,2023-04-26,declined,,663,high_dti_proxy
66,272,2023-04-22,approved,1620.5560074665038,711,
67,68,2023-04-25,declined,,645,thin_file_proxy
68,46,2023-04-16,approved,635.8045148992654,741,
69,363,2023-04-16,approved,712.7535698621008,724,
70,189,2023-04-12,approved,789.8367181131363,683,
71,283,2023-04-21,approved,964.0139231790992,764,
72,176,2023-04-11,approved,815.8498024729787,802,
73,173,2023-04-21,approved,1103.847908156478,619,
74,419,2023-04-19,approved,741.8596565566261,718,
75,381,2023-04-19,approved,814.7126018941243,749,
76,361,2023-04-28,approved,1075.6794697091848,729,
77,260,2023-04-23,approved,1088.5669078037783,820,
78,194,2023-04-07,declined,,671,thin_file_proxy
79,196,2023-04-23,approved,604.5772347461789,798,
80,305,2023-04-05,approved,414.1035190513366,629,
81,136,2023-04-27,approved,467.48143337194296,680,
82,230,2023-04-14,declined,,618,thin_file_proxy
83,47,2023-04-08,declined,,677,thin_file_proxy
84,218,2023-04-18,approved,814.3622566133187,631,
85,318,2023-04-11,approved,434.0206835180125,655,
86,113,2023-04-02,approved,451.7870559722555,720,
87,346,2023-04-13,approved,1699.1448837844416,690,
88,491,2023-05-15,approved,753.7698038811421,750,
89,309,2023-05-04,approved,477.44925854174915,681,
90,165,2023-05-21,approved,1014.8753974197978,718,
91,370,2023-05-17,approved,1250.817880411508,716,
92,632,2023-05-09,approved,1404.5576027750967,727,
93,302,2023-05-13,declined,,746,thin_file_proxy
94,471,2023-05-09,approved,430.09010096812494,725,
95,110,2023-05-20,approved,564.2362224265601,611,
96,186,2023-05-19,declined,,722,thin_file_proxy
97,333,2023-05-19,approved,815.1630619397722,699,
98,3,2023-05-20,declined,,642,thin_file_proxy
99,452,2023-05-08,declined,,634,thin_file_proxy
100,24,2023-05-14,approved,1411.2461503908253,747,
101,599,2023-05-30,approved,608.9536318411749,688,
102,414,2023-05-03,approved,944.5178799525452,767,
103,170,2023-05-13,declined,,662,thin_file_proxy
104,608,2023-05-11,approved,737.286011051144,741,
105,592,2023-05-24,approved,763.1891144177099,785,
106,354,2023-05-22,approved,527.3367343988411,608,
107,629,2023-05-31,approved,416.85639719489393,725,
108,114,2023-05-19,approved,1483.862636608226,728,
109,465,2023-05-28,approved,721.6331540193864,740,
110,579,2023-05-10,approved,624.4127678330798,656,
111,135,2023-05-20,approved,675.51737532355,726,
112,380,2023-05-10,approved,1083.7641511202069,763,
113,351,2023-05-22,approved,591.5988194904841,713,
114,505,2023-05-18,approved,1225.5564004787468,772,
115,14,2023-05-13,approved,511.70082792600425,732,
116,473,2023-05-16,approved,869.065984750602,723,
117,506,2023-05-12,approved,708.6658583687948,664,
118,252,2023-05-03,approved,636.7719064713882,719,
119,80,2023-05-24,approved,2015.1706399177892,710,
120,168,2023-05-22,approved,797.5847537356242,766,
121,425,2023-05-27,approved,1130.4287493858717,690,
122,592,2023-06-27,approved,988.0856802660803,782,
123,610,2023-06-12,approved,838.1212522509138,784,
124,689,2023-06-30,approved,787.8967380360407,727,
125,638,2023-06-18,approved,413.3654828800913,719,
126,175,2023-06-12,declined,,654,high_dti_proxy
127,213,2023-06-15,declined,,641,thin_file_proxy
128,54,2023-06-02,approved,856.4501241958081,732,
129,499,2023-06-05,approved,901.9302681714604,710,
130,537,2023-06-22,approved,1249.3480886759605,721,
131,411,2023-06-27,approved,855.1228506344495,678,
132,327,2023-06-23,approved,1162.3544116712128,705,
133,739,2023-06-25,approved,671.6301238198663,714,
134,727,2023-06-13,approved,569.1046592828901,729,
135,375,2023-06-29,declined,,639,high_dti_proxy
136,255,2023-06-26,approved,679.9855983313256,646,
137,307,2023-06-18,approved,1048.6679264493157,661,
138,790,2023-06-07,approved,525.1291987423158,628,
139,46,2023-06-03,approved,1007.4244992593185,784,
140,420,2023-06-23,declined,,626,thin_file_proxy
141,662,2023-06-14,approved,1229.3942861381306,739,
142,81,2023-06-13,approved,672.5402009852533,705,
143,78,2023-06-01,declined,,651,thin_file_proxy
144,571,2023-06-14,approved,578.4447354163204,723,
145,643,2023-06-24,approved,454.63183155924145,666,
146,589,2023-06-23,approved,951.2704480877418,704,
147,653,2023-06-16,declined,,618,thin_file_proxy
148,244,2023-06-16,approved,518.4070178319084,759,
149,51,2023-06-18,approved,995.9531309703542,720,
150,376,2023-06-01,approved,795.9621275632782,717,
151,175,2023-06-17,declined,,641,thin_file_proxy
152,583,2023-06-06,approved,492.9364660529276,704,
153,62,2023-06-28,approved,861.5087438980242,637,
154,601,2023-06-05,approved,825.2803274574118,783,
155,617,2023-06-28,approved,557.5616333193617,724,
156,703,2023-06-25,approved,676.8453608654951,744,
157,789,2023-06-17,approved,1034.0821730628168,748,
158,28,2023-06-05,approved,2340.504351582543,773,
159,470,2023-07-10,approved,800.6220666908819,686,
160,792,2023-07-21,approved,584.1220354565339,683,
161,570,2023-07-02,declined,,665,thin_file_proxy
162,267,2023-07-17,approved,879.483941072937,679,
163,960,2023-07-15,approved,560.8334527718914,805,
164,511,2023-07-04,declined,,653,thin_file_proxy
165,346,2023-07-26,approved,696.930832191606,668,
166,599,2023-07-12,approved,579.225022825,698,
167,18,2023-07-10,approved,1089.916235887242,730,
168,484,2023-07-14,approved,1303.2719478927145,735,
169,256,2023-07-03,declined,,547,high_risk_score
170,759,2023-07-18,approved,1318.8724470409063,730,
171,630,2023-07-16,declined,,666,thin_file_proxy
172,856,2023-07-13,approved,544.6625876563714,742,
173,129,2023-07-03,approved,927.0449196645193,735,
174,123,2023-07-01,approved,1620.30559886619,752,
175,237,2023-07-19,approved,612.0550641985966,753,
176,864,2023-07-04,approved,897.1749506694408,689,
177,920,2023-07-25,approved,522.96209996216,602,
178,721,2023-07-11,approved,756.4668718703965,782,
179,429,2023-07-13,approved,825.7333829776715,693,
180,491,2023-07-30,approved,884.1056597291497,711,
181,238,2023-07-15,approved,661.9324575022047,689,
182,630,2023-07-19,approved,877.8393622965593,634,
183,947,2023-07-17,approved,634.7049386630471,712,
184,167,2023-07-22,approved,372.25077975401655,670,
185,213,2023-07-18,approved,463.9399907439418,746,
186,398,2023-07-19,approved,551.4997783619303,609,
187,807,2023-07-24,declined,,623,thin_file_proxy
188,582,2023-07-01,approved,995.2499134021757,797,
189,681,2023-07-21,declined,,689,thin_file_proxy
190,644,2023-07-17,approved,592.75363610525,758,
191,84,2023-07-24,approved,820.9684646875039,758,
192,648,2023-07-10,approved,564.596262095391,639,
193,922,2023-07-17,approved,795.6236587082628,710,
194,167,2023-08-13,declined,,579,high_risk_score
195,363,2023-08-04,approved,725.4498302780773,721,
196,301,2023-08-30,approved,1133.1444462459465,766,
197,314,2023-08-01,approved,709.5868631764372,700,
198,252,2023-08-31,approved,946.0673804145276,680,
199,87,2023-08-16,approved,745.0887839841115,718,
200,91,2023-08-17,declined,,615,thin_file_proxy
201,1119,2023-08-03,approved,2441.9697040137467,732,
202,169,2023-08-14,approved,748.0000651502677,704,
203,159,2023-08-23,declined,,633,high_dti_proxy
204,150,2023-08-14,approved,880.0568242167584,752,
205,397,2023-08-27,approved,829.5490792735106,717,
206,1089,2023-08-25,approved,671.2380742550242,747,
207,729,2023-08-21,approved,620.5332194101709,761,
208,1109,2023-08-04,approved,562.2831274798041,697,
209,212,2023-08-10,approved,685.2835513985323,719,
210,838,2023-08-08,approved,862.4830614673479,748,
211,91,2023-08-13,approved,993.6431646265374,670,
212,662,2023-08-04,approved,1018.6582617935188,785,
213,883,2023-08-29,declined,,680,thin_file_proxy
214,138,2023-08-20,approved,758.3459780235394,714,
215,495,2023-08-14,approved,1941.6184999610123,733,
216,219,2023-08-19,approved,858.3676344437431,683,
217,474,2023-08-06,approved,1527.3948125502372,749,
218,147,2023-08-22,approved,905.573038183817,727,
219,890,2023-08-06,declined,,574,high_risk_score
220,57,2023-08-14,approved,658.0122909805876,710,
221,201,2023-08-07,declined,,656,high_dti_proxy
222,18,2023-08-23,approved,472.89471851910497,717,
223,922,2023-08-10,approved,843.3192573390683,789,
224,194,2023-08-03,declined,,688,thin_file_proxy
225,861,2023-08-14,approved,854.2090371501465,723,
226,641,2023-08-09,approved,584.2037691557227,622,
227,100,2023-08-24,approved,595.4109493147405,695,
228,777,2023-08-07,approved,2282.684898274184,711,
229,1080,2023-08-16,approved,719.2805433176052,719,
230,940,2023-08-23,approved,826.9000155481533,649,
231,61,2023-08-05,approved,860.5658974220645,716,
232,291,2023-08-31,approved,616.6080847972273,718,
233,1036,2023-08-09,approved,710.7302354821325,691,
234,334,2023-08-08,approved,399.46828643868815,649,
235,590,2023-08-28,approved,1041.509861465212,686,
236,1126,2023-08-13,approved,629.7912785506096,736,
237,456,2023-08-18,declined,,628,thin_file_proxy
238,1092,2023-08-01,declined,,623,thin_file_proxy
239,297,2023-08-16,approved,664.3722696212938,702,
240,982,2023-09-07,approved,411.34036958090235,643,
241,197,2023-09-25,declined,,679,thin_file_proxy
242,1009,2023-09-19,approved,1001.7617742984843,732,
243,557,2023-09-08,approved,557.5838879731306,791,
244,1056,2023-09-19,approved,938.9777856799941,787,
245,1008,2023-09-24,declined,,615,thin_file_proxy
246,16,2023-09-08,approved,626.2368370678446,628,
247,761,2023-09-10,approved,621.3419103150642,708,
248,504,2023-09-22,approved,836.5467144738883,712,
249,48,2023-09-02,approved,1182.1147005731784,749,
250,345,2023-09-09,declined,,703,thin_file_proxy
251,1333,2023-09-16,approved,553.320906269223,621,
252,755,2023-09-17,approved,158.46403289863304,662,
253,899,2023-09-25,approved,545.0520328493126,748,
254,80,2023-09-24,approved,797.8345688082302,723,
255,1194,2023-09-03,declined,,571,high_risk_score
256,225,2023-09-04,declined,,608,high_dti_proxy
257,300,2023-09-26,approved,618.3586250946306,647,
258,411,2023-09-19,approved,944.8993625823375,760,
259,1050,2023-09-06,declined,,637,thin_file_proxy
260,745,2023-09-24,approved,499.3144118184141,679,
261,239,2023-09-26,declined,,681,thin_file_proxy
262,1134,2023-09-18,declined,,629,high_dti_proxy
263,806,2023-09-23,approved,1001.0292298490378,739,
264,41,2023-09-28,approved,1212.9921027598361,700,
265,226,2023-09-12,approved,742.0252464213871,675,
266,1180,2023-09-03,approved,1457.9922053783885,777,
267,1240,2023-09-14,approved,2364.7063799973002,697,
268,806,2023-09-03,approved,1139.5138630578278,705,
269,1258,2023-09-17,approved,620.7425077585508,697,
270,319,2023-09-18,declined,,688,thin_file_proxy
271,908,2023-09-13,approved,908.8583937759566,680,
272,1267,2023-09-04,approved,1773.2214196071661,728,
273,1251,2023-09-22,approved,994.2038016558411,697,
274,1030,2023-09-19,approved,623.6599704630459,708,
275,672,2023-09-28,approved,848.3232361302898,693,
276,843,2023-09-05,approved,1082.7925491943492,706,
277,136,2023-09-27,approved,861.8180837089557,662,
278,493,2023-09-26,approved,1089.7876951816677,731,
279,667,2023-09-10,approved,1186.3028298944519,743,
280,307,2023-09-09,declined,,659,thin_file_proxy
281,362,2023-09-22,approved,1055.5618412577464,681,
282,707,2023-09-16,approved,1027.912575555578,723,
283,943,2023-09-18,approved,1588.7463400342815,700,
284,995,2023-09-04,approved,1199.6192618753394,742,
285,1021,2023-09-29,approved,857.3953855757655,767,
286,697,2023-09-20,approved,1052.8030552903283,703,
287,539,2023-09-29,approved,713.4005255239006,730,
288,885,2023-09-30,approved,427.98253104325966,732,
289,1141,2023-09-15,approved,771.3072188712656,795,
290,800,2023-09-21,approved,975.49115959682,775,
291,648,2023-09-02,approved,214.7642089902948,715,
292,315,2023-09-21,approved,1699.0760513574792,726,
293,841,2023-09-12,approved,478.60835962155465,778,
294,414,2023-09-11,approved,1075.3352748281814,739,
295,356,2023-09-01,approved,1021.2735776952118,751,
296,1135,2023-09-04,approved,601.5189213543268,820,
297,1351,2023-09-26,declined,,649,thin_file_proxy
298,449,2023-09-04,approved,893.8119037956899,694,
299,1033,2023-09-13,approved,541.4740849410779,617,
300,173,2023-09-16,declined,,604,thin_file_proxy
301,201,2023-09-14,declined,,560,high_risk_score
302,1011,2023-09-24,approved,795.5930476343743,761,
303,217,2023-09-05,approved,396.91589181517014,660,
304,1343,2023-09-18,declined,,669,thin_file_proxy
305,457,2023-09-24,approved,713.2051866760311,738,
306,1294,2023-09-29,declined,,718,thin_file_proxy
307,967,2023-09-19,approved,799.7767051454958,683,
308,523,2023-09-01,approved,1011.4139197526998,722,
309,644,2023-10-15,approved,1035.3244143149545,774,
310,1389,2023-10-27,declined,,632,high_dti_proxy
311,339,2023-10-12,approved,507.3431538971411,664,
312,85,2023-10-19,approved,590.504991186658,788,
313,1192,2023-10-18,approved,317.8591893685101,649,
314,775,2023-10-12,approved,1312.2278884349255,762,
315,893,2023-10-25,declined,,634,thin_file_proxy
316,540,2023-10-06,declined,,552,high_risk_score
317,1474,2023-10-15,approved,594.7427615898672,665,
318,256,2023-10-12,declined,,620,high_dti_proxy
319,120,2023-10-07,approved,513.9006787399364,799,
320,1581,2023-10-25,approved,827.7072893579581,719,
321,1485,2023-10-29,approved,665.3302616087608,741,
322,632,2023-10-18,approved,1885.3172581621247,795,
323,60,2023-10-03,approved,251.41828844578046,643,
324,612,2023-10-28,approved,993.1269554188054,766,
325,34,2023-10-14,declined,,610,thin_file_proxy
326,857,2023-10-09,approved,837.1703407647948,709,
327,1351,2023-10-14,declined,,609,high_dti_proxy
328,528,2023-10-03,approved,642.5150155967677,668,
329,1075,2023-10-16,declined,,668,thin_file_proxy
330,608,2023-10-29,approved,773.2824298799509,780,
331,1000,2023-10-15,declined,,662,thin_file_proxy
332,748,2023-10-25,declined,,601,thin_file_proxy
333,1066,2023-10-06,approved,724.2711882034597,658,
334,1003,2023-10-27,approved,1410.386559566461,727,
335,149,2023-10-08,approved,1212.1483111394,673,
336,861,2023-10-27,approved,858.8107980834429,732,
337,16,2023-10-17,approved,700.9626195549504,686,
338,1622,2023-10-18,approved,752.0271649352128,693,
339,472,2023-10-01,approved,390.83543253532406,701,
340,1025,2023-10-18,approved,1256.8324021122767,698,
341,583,2023-10-10,approved,695.593091373823,649,
342,1182,2023-10-04,declined,,639,thin_file_proxy
343,32,2023-10-01,approved,1683.6655150935094,820,
344,1286,2023-10-28,approved,765.4587202149975,722,
345,716,2023-10-10,approved,597.592266991675,698,
346,1545,2023-10-16,approved,984.8636025546132,758,
347,1093,2023-10-10,approved,1010.5773816430882,725,
348,554,2023-10-08,approved,1240.3420620251702,738,
349,1226,2023-10-15,approved,496.03723276232085,722,
350,1094,2023-10-30,approved,832.7668045702026,801,
351,623,2023-10-23,approved,1616.5825184204464,753,
352,952,2023-10-24,approved,838.4441043641878,820,
353,138,2023-10-19,declined,,714,thin_file_proxy
354,1490,2023-10-24,declined,,666,thin_file_proxy
355,212,2023-10-29,approved,981.7364297502635,765,
356,1163,2023-10-21,approved,780.0118313261282,757,
357,1455,2023-10-01,approved,489.7142876440073,713,
358,963,2023-10-28,approved,276.1436405979929,616,
359,1006,2023-10-15,approved,736.0454518982386,648,
360,580,2023-10-16,declined,,661,thin_file_proxy
361,1054,2023-10-12,declined,,644,thin_file_proxy
362,828,2023-10-13,declined,,719,thin_file_proxy
363,172,2023-10-29,approved,1060.903949152054,696,
364,696,2023-10-12,approved,1065.059874878982,799,
365,399,2023-10-12,approved,688.3643905250013,762,
366,58,2023-10-29,approved,801.6990283395098,702,
367,1073,2023-10-27,approved,932.6560767377749,734,
368,260,2023-10-17,approved,1204.2075901891435,788,
369,647,2023-10-21,declined,,642,thin_file_proxy
370,16,2023-10-20,approved,696.2813485128188,686,
371,1218,2023-10-27,declined,,540,high_risk_score
372,202,2023-10-21,declined,,565,high_risk_score
373,1014,2023-10-08,declined,,607,thin_file_proxy
374,834,2023-10-30,approved,776.9992513060581,704,
375,1583,2023-10-09,declined,,685,high_dti_proxy
376,504,2023-10-30,approved,1069.4317374833906,721,
377,609,2023-10-14,approved,1118.6856699228392,787,
378,99,2023-10-27,declined,,665,thin_file_proxy
379,628,2023-10-14,declined,,692,thin_file_proxy
380,1070,2023-10-02,approved,678.146726789407,736,
381,908,2023-10-18,approved,978.6501651855727,697,
382,697,2023-10-22,approved,885.7057437966791,741,
383,1293,2023-10-10,approved,902.2290863045287,711,
384,67,2023-10-31,approved,351.5450548612937,683,
385,1520,2023-10-21,approved,1271.3504088755121,757,
386,1599,2023-10-29,approved,825.0466100092915,711,
387,825,2023-10-09,approved,850.557678656728,711,
388,310,2023-10-03,approved,908.391821629983,723,
389,1230,2023-10-20,declined,,567,high_risk_score
390,140,2023-11-13,approved,683.2106374336784,661,
391,226,2023-11-28,declined,,688,thin_file_proxy
392,1809,2023-11-04,approved,418.4200627625462,694,
393,1239,2023-11-16,approved,925.5983785060943,737,
394,1752,2023-11-03,declined,,574,high_risk_score
395,1487,2023-11-17,approved,961.173096621316,796,
396,1949,2023-11-19,approved,720.8704993225566,785,
397,673,2023-11-29,approved,1140.9113812364242,804,
398,544,2023-11-24,approved,775.2235628303303,745,
399,792,2023-11-01,approved,1676.54611775062,748,
400,963,2023-11-24,declined,,651,thin_file_proxy
401,777,2023-11-25,approved,460.6963575604234,714,
402,773,2023-11-11,declined,,623,high_dti_proxy
403,1145,2023-11-03,approved,1259.7441785900028,649,
404,484,2023-11-14,approved,663.8816499317443,737,
405,1216,2023-11-02,declined,,671,thin_file_proxy
406,811,2023-11-26,approved,861.0827082806601,758,
407,871,2023-11-20,declined,,562,high_risk_score
408,1373,2023-11-21,declined,,647,thin_file_proxy
409,1718,2023-11-03,approved,825.5870171494258,778,
410,1612,2023-11-15,approved,1200.568913306798,741,
411,1546,2023-11-20,approved,640.4303900916132,683,
412,1323,2023-11-14,approved,764.2991142878974,740,
413,1284,2023-11-05,approved,1525.1286580121293,728,
414,523,2023-11-16,declined,,794,thin_file_proxy
415,1533,2023-11-04,approved,1174.2733581762554,703,
416,355,2023-11-28,approved,412.98824751817006,690,
417,715,2023-11-16,approved,1040.4522331865012,768,
418,1793,2023-11-04,approved,1628.4653177898779,733,
419,42,2023-11-27,approved,633.7432315353732,761,
420,1023,2023-11-10,approved,508.3187556512593,715,
421,423,2023-11-04,approved,1042.138857990266,756,
422,466,2023-11-20,approved,820.5056344206229,708,
423,578,2023-11-05,declined,,740,thin_file_proxy
424,1522,2023-11-09,approved,891.4079450851103,640,
425,139,2023-11-13,approved,1073.994926038063,792,
426,1489,2023-11-11,approved,1203.2768438339701,730,
427,958,2023-11-10,approved,639.8282221004786,709,
428,471,2023-11-17,approved,567.6589442557832,731,
429,1107,2023-11-16,approved,541.7406294996097,700,
430,380,2023-11-16,approved,722.8849957924426,689,
431,1686,2023-11-01,declined,,592,high_risk_score
432,1502,2023-11-12,approved,568.3529870550585,681,
433,609,2023-11-29,approved,829.3981735911816,696,
434,249,2023-11-27,approved,557.131248979016,693,
435,1862,2023-11-06,approved,571.9869289568608,635,
436,1721,2023-11-04,approved,906.9015637489329,764,
437,898,2023-11-25,approved,479.1373697639027,726,
438,1375,2023-11-23,declined,,669,thin_file_proxy
439,1380,2023-11-29,declined,,651,thin_file_proxy
440,602,2023-11-22,approved,477.76648729595985,738,
441,961,2023-11-07,approved,399.94375686758804,646,
442,253,2023-11-28,declined,,522,high_risk_score
443,1588,2023-11-18,approved,297.2689952596626,668,
444,537,2023-11-15,approved,1333.3312403365528,705,
445,1370,2023-11-27,declined,,594,high_risk_score
446,941,2023-11-29,approved,798.4010482298195,683,
447,790,2023-11-29,approved,324.0755546226236,648,
448,166,2023-11-17,approved,1237.7188220075377,741,
449,290,2023-11-18,approved,760.4792882847659,771,
450,1503,2023-11-27,approved,356.11539728155174,759,
451,1804,2023-11-15,declined,,604,high_dti_proxy
452,1954,2023-11-15,approved,1008.4124181313088,784,
453,632,2023-11-19,approved,886.8181690409895,740,
454,34,2023-11-16,declined,,555,high_risk_score
455,609,2023-11-19,approved,900.0471070338934,740,
456,1017,2023-11-08,declined,,572,high_risk_score
457,1928,2023-11-30,approved,788.5231524068603,752,
458,568,2023-11-11,approved,593.3945322905097,672,
459,1042,2023-11-07,declined,,542,high_risk_score
460,1825,2023-11-12,declined,,610,thin_file_proxy
461,38,2023-11-30,approved,1107.9922858566613,689,
462,46,2023-11-19,approved,1250.8758989664743,707,
463,624,2023-11-13,approved,1221.4249667018632,763,
464,1302,2023-11-06,declined,,666,thin_file_proxy
465,482,2023-11-13,approved,806.7995459868215,692,
466,1346,2023-11-29,approved,893.8066609601111,744,
467,1442,2023-11-25,approved,683.8973658594145,761,
468,192,2023-11-01,approved,855.1323681013226,806,
469,1406,2023-11-13,approved,1423.6202509199575,713,
470,414,2023-11-07,approved,902.9036349581194,754,
471,1865,2023-11-19,approved,641.8314779339015,742,
472,1254,2023-11-20,approved,626.8245511627259,744,
473,1581,2023-11-01,approved,1013.0619189452929,721,
474,111,2023-11-11,declined,,663,thin_file_proxy
475,207,2023-11-15,approved,676.312396426285,753,
476,1214,2023-11-14,approved,521.1002691258491,763,
477,540,2023-11-09,declined,,650,thin_file_proxy
478,1547,2023-11-21,approved,1021.9971850551045,688,
479,57,2023-11-23,approved,454.63240053920975,713,
480,873,2023-11-03,approved,1155.3404762345945,744,
481,1419,2023-11-02,approved,836.97983761544,661,
482,1315,2023-11-16,approved,1192.96283096655,760,
483,1277,2023-11-16,approved,852.3859573313332,643,
484,1150,2023-11-04,declined,,735,thin_file_proxy
485,352,2023-11-21,declined,,705,thin_file_proxy
486,1895,2023-11-20,approved,1054.7945797250068,742,
487,1062,2023-11-14,approved,1032.4291561637795,739,
488,146,2023-11-08,declined,,658,thin_file_proxy
489,255,2023-11-18,approved,941.2390909806253,688,
490,677,2023-11-02,approved,1221.2804978881468,701,
491,1414,2023-11-22,approved,1028.1778917101747,729,
492,31,2023-11-18,approved,1150.468720401069,808,
493,372,2023-11-07,approved,779.9279989051088,757,
494,471,2023-11-21,approved,705.600690751159,662,
495,435,2023-11-03,approved,937.5430448284131,728,
496,1761,2023-11-26,approved,903.7454340482049,748,
497,1777,2023-11-19,approved,992.1092644792635,687,
498,684,2023-11-24,approved,1522.8459800292364,746,
499,1528,2023-11-12,approved,770.2927638664358,722,
500,465,2023-11-20,approved,1702.9947052306813,696,
501,167,2023-11-20,approved,589.2216227026247,618,
502,425,2023-11-22,approved,1871.1815070750195,780,
503,584,2023-11-26,approved,771.8487733285431,703,
504,470,2023-11-26,approved,351.22449332724926,729,
505,227,2023-11-18,declined,,630,high_dti_proxy
506,627,2023-11-21,declined,,582,high_risk_score
507,1926,2023-11-23,approved,557.9911019739926,675,
508,535,2023-11-13,approved,998.6282791923245,741,
509,1248,2023-11-13,declined,,669,thin_file_proxy
510,1551,2023-11-11,approved,923.5611437355931,745,
511,467,2023-11-29,approved,956.5456347744371,741,
512,1618,2023-11-12,approved,1154.8246869461611,760,
513,1545,2023-11-08,approved,1377.3750425503615,727,
514,661,2023-11-14,approved,691.379031188294,802,
515,2232,2023-12-26,approved,329.97082888615773,653,
516,2019,2023-12-25,approved,533.5519517869766,707,
517,1106,2023-12-26,approved,756.3732114909933,690,
518,939,2023-12-23,approved,812.541280958869,706,
519,2082,2023-12-14,approved,937.732317911959,777,
520,400,2023-12-12,declined,,620,high_dti_proxy
521,1380,2023-12-19,declined,,621,high_dti_proxy
522,1921,2023-12-20,approved,596.522078947814,601,
523,1118,2023-12-08,approved,337.97542652680863,706,
524,1975,2023-12-15,approved,772.0391427000499,728,
525,375,2023-12-13,declined,,668,thin_file_proxy
526,5,2023-12-14,approved,1384.8156173618238,714,
527,2093,2023-12-24,approved,767.7035469940456,667,
528,1859,2023-12-03,approved,611.6470875403658,606,
529,1949,2023-12-03,approved,989.8378109603533,680,
530,61,2023-12-26,approved,1294.8397891277314,695,
531,1827,2023-12-28,declined,,710,high_dti_proxy
532,1873,2023-12-06,approved,440.2266924134281,622,
533,638,2023-12-21,approved,911.8333622909307,739,
534,1965,2023-12-06,approved,1379.2028703678623,762,
535,1651,2023-12-15,approved,617.24659666376,759,
536,25,2023-12-26,declined,,614,thin_file_proxy
537,2234,2023-12-31,declined,,634,thin_file_proxy
538,1967,2023-12-10,approved,874.1545218461116,710,
539,1041,2023-12-21,approved,857.5343235454781,623,
540,1523,2023-12-02,declined,,663,thin_file_proxy
541,1314,2023-12-11,approved,682.7292259987286,689,
542,2245,2023-12-13,approved,717.9326093282474,742,
543,161,2023-12-27,approved,1409.5511800886516,775,
544,929,2023-12-05,approved,515.7192272605932,780,
545,1072,2023-12-15,approved,230.08136235501067,667,
546,318,2023-12-02,approved,536.6249277306691,652,
