customer_id,total_payment_180d,total_loss_180d,net_ltv_180d
1662,1451.37,0,1451.37
296,1451.19,0,1451.19
9561,1447.12,0,1447.12
1250,1441.84,0,1441.84
1038,1438.47,0,1438.47
7412,1434.59,0,1434.59
2028,1433.52,0,1433.52
1119,1432.95,0,1432.95
1224,1431.76,0,1431.76
4102,1427.61,0,1427.61
7164,1425.08,0,1425.08
3543,1424.24,0,1424.24
9410,1422.41,0,1422.41
53,1419.41,0,1419.41
3029,1418.24,0,1418.24
9096,1417.40,0,1417.40
970,1411.85,0,1411.85
5770,1409.30,0,1409.30
5099,1407.83,0,1407.83
3607,1406.84,0,1406.84
4328,1406.09,0,1406.09
11299,1400.21,0,1400.21
1322,1398.35,0,1398.35
11138,1395.41,0,1395.41
2369,1393.25,0,1393.25
3433,1390.91,0,1390.91
1632,1389.87,0,1389.87
2007,1389.76,0,1389.76
850,1389.71,0,1389.71
8259,1389.09,0,1389.09
6523,1378.78,0,1378.78
133,1376.68,0,1376.68
425,1375.55,0,1375.55
4426,1374.97,0,1374.97
272,1370.42,0,1370.42
495,1368.45,0,1368.45
9185,1365.62,0,1365.62
9715,1362.06,0,1362.06
8049,1359.60,0,1359.60
4386,1356.02,0,1356.02
4412,1354.01,0,1354.01
5917,1352.90,0,1352.90
4182,1352.59,0,1352.59
4827,1352.28,0,1352.28
11214,1348.79,0,1348.79
1633,1348.52,0,1348.52
3776,1348.42,0,1348.42
775,1341.96,0,1341.96
2889,1341.89,0,1341.89
886,1338.97,0,1338.97
2565,1338.48,0,1338.48
2197,1337.20,0,1337.20
1196,1334.66,0,1334.66
4925,1329.00,0,1329.00
4905,1327.44,0,1327.44
6995,1326.99,0,1326.99
7208,1325.71,0,1325.71
41,1324.89,0,1324.89
8893,1321.85,0,1321.85
3809,1319.70,0,1319.70
2550,1318.87,0,1318.87
2801,1317.21,0,1317.21
8428,1316.58,0,1316.58
6089,1312.35,0,1312.35
7688,1311.67,0,1311.67
1702,1311.30,0,1311.30
1172,1310.81,0,1310.81
8218,1310.75,0,1310.75
9261,1309.99,0,1309.99
3617,1309.24,0,1309.24
5691,1308.11,0,1308.11
537,1304.67,0,1304.67
12437,1303.73,0,1303.73
6255,1303.32,0,1303.32
2526,1302.58,0,1302.58
1003,1302.45,0,1302.45
8493,1301.31,0,1301.31
2525,1298.23,0,1298.23
4080,1298.21,0,1298.21
581,1295.77,0,1295.77
9624,1294.03,0,1294.03
4468,1288.23,0,1288.23
8952,1287.49,0,1287.49
5071,1287.42,0,1287.42
894,1285.19,0,1285.19
4768,1283.28,0,1283.28
1310,1283.18,0,1283.18
6780,1282.78,0,1282.78
838,1281.47,0,1281.47
3125,1278.01,0,1278.01
6218,1275.31,0,1275.31
3583,1274.72,0,1274.72
4570,1273.98,0,1273.98
6440,1272.18,0,1272.18
6333,1270.53,0,1270.53
2238,1269.80,0,1269.80
1065,1266.46,0,1266.46
1910,1264.24,0,1264.24
3744,1263.83,0,1263.83
4921,1263.59,0,1263.59
806,1263.57,0,1263.57
9442,1263.25,0,1263.25
1025,1261.43,0,1261.43
3189,1259.19,0,1259.19
28,1258.92,0,1258.92
11159,1254.16,0,1254.16
3914,1254.15,0,1254.15
2495,1254.08,0,1254.08
316,1253.80,0,1253.80
9333,1251.03,0,1251.03
5703,1250.14,0,1250.14
6569,1249.70,0,1249.70
1271,1249.54,0,1249.54
8726,1249.24,0,1249.24
6654,1243.55,0,1243.55
5547,1241.08,0,1241.08
276,1240.95,0,1240.95
3199,1239.20,0,1239.20
508,1239.03,0,1239.03
12049,1239.02,0,1239.02
5076,1236.30,0,1236.30
474,1232.65,0,1232.65
2105,1232.13,0,1232.13
3659,1231.57,0,1231.57
7785,1231.21,0,1231.21
260,1230.59,0,1230.59
3828,1229.43,0,1229.43
3164,1228.83,0,1228.83
9746,1227.91,0,1227.91
808,1226.59,0,1226.59
8074,1226.46,0,1226.46
10877,1225.54,0,1225.54
2686,1223.91,0,1223.91
4167,1221.65,0,1221.65
1290,1221.16,0,1221.16
3626,1219.68,0,1219.68
2202,1219.21,0,1219.21
2337,1218.85,0,1218.85
4020,1218.64,0,1218.64
8000,1216.28,0,1216.28
8551,1214.99,0,1214.99
4165,1211.62,0,1211.62
12923,1211.10,0,1211.10
819,1206.15,0,1206.15
8360,1200.91,0,1200.91
3110,1200.24,0,1200.24
2459,1199.70,0,1199.70
1754,1198.42,0,1198.42
74,1197.39,0,1197.39
1173,1197.20,0,1197.20
2269,1196.18,0,1196.18
632,1194.46,0,1194.46
5653,1192.86,0,1192.86
2792,1189.23,0,1189.23
9432,1186.96,0,1186.96
69,1186.94,0,1186.94
8619,1186.71,0,1186.71
191,1184.53,0,1184.53
9718,1184.06,0,1184.06
523,1183.23,0,1183.23
418,1182.27,0,1182.27
4603,1182.20,0,1182.20
7142,1181.65,0,1181.65
4129,1180.96,0,1180.96
469,1177.47,0,1177.47
5379,1175.24,0,1175.24
4292,1172.92,0,1172.92
4853,1172.90,0,1172.90
6894,1172.10,0,1172.10
719,1171.84,0,1171.84
1569,1171.62,0,1171.62
2236,1171.19,0,1171.19
9580,1170.28,0,1170.28
4461,1169.91,0,1169.91
1145,1168.07,0,1168.07
5874,1167.46,0,1167.46
4091,1166.79,0,1166.79
25,1164.49,0,1164.49
3837,1164.07,0,1164.07
4097,1164.04,0,1164.04
8974,1163.24,0,1163.24
5119,1162.97,0,1162.97
2006,1161.79,0,1161.79
6315,1161.50,0,1161.50
5178,1161.20,0,1161.20
2160,1159.33,0,1159.33
3091,1158.15,0,1158.15
2000,1157.60,0,1157.60
4339,1156.35,0,1156.35
10758,1152.04,0,1152.04
5949,1152.04,0,1152.04
2612,1151.77,0,1151.77
1582,1148.84,0,1148.84
4249,1147.82,0,1147.82
7610,1145.70,0,1145.70
5162,1145.24,0,1145.24
1995,1144.35,0,1144.35
6187,1143.30,0,1143.30
9967,1143.20,0,1143.20
4843,1141.77,0,1141.77
4223,1141.10,0,1141.10
2077,1141.06,0,1141.06
6383,1140.15,0,1140.15
4911,1138.65,0,1138.65
7321,1138.21,0,1138.21
6211,1137.48,0,1137.48
5436,1136.77,0,1136.77
3790,1136.06,0,1136.06
2176,1134.97,0,1134.97
216,1134.22,0,1134.22
2106,1133.92,0,1133.92
2936,1133.12,0,1133.12
4976,1132.25,0,1132.25
995,1131.92,0,1131.92
2359,1131.54,0,1131.54
5767,1131.40,0,1131.40
5094,1130.44,0,1130.44
2520,1129.84,0,1129.84
2246,1128.32,0,1128.32
7788,1126.93,0,1126.93
2390,1126.65,0,1126.65
1924,1126.32,0,1126.32
4433,1125.85,0,1125.85
9667,1124.94,0,1124.94
7319,1123.86,0,1123.86
6027,1121.86,0,1121.86
1715,1121.47,0,1121.47
5159,1121.44,0,1121.44
4578,1120.97,0,1120.97
5846,1120.59,0,1120.59
3311,1119.34,0,1119.34
2373,1119.22,0,1119.22
8234,1119.07,0,1119.07
6024,1117.07,0,1117.07
3966,1115.94,0,1115.94
5922,1115.79,0,1115.79
5265,1113.10,0,1113.10
7175,1111.79,0,1111.79
682,1111.28,0,1111.28
414,1110.19,0,1110.19
5314,1110.07,0,1110.07
4838,1107.97,0,1107.97
270,1106.97,0,1106.97
986,1105.63,0,1105.63
2808,1105.56,0,1105.56
11057,1104.20,0,1104.20
4740,1102.77,0,1102.77
1190,1101.08,0,1101.08
1618,1100.29,0,1100.29
15,1100.24,0,1100.24
3788,1099.74,0,1099.74
2217,1099.47,0,1099.47
2049,1098.11,0,1098.11
5050,1098.05,0,1098.05
327,1097.56,0,1097.56
8033,1097.36,0,1097.36
4851,1097.31,0,1097.31
4670,1097.00,0,1097.00
8912,1096.96,0,1096.96
8836,1094.20,0,1094.20
1869,1092.95,0,1092.95
507,1092.15,0,1092.15
7906,1091.83,0,1091.83
8278,1091.67,0,1091.67
1464,1091.03,0,1091.03
5707,1090.49,0,1090.49
3832,1090.29,0,1090.29
1481,1090.03,0,1090.03
11921,1088.90,0,1088.90
997,1088.34,0,1088.34
9419,1087.30,0,1087.30
10503,1086.86,0,1086.86
8354,1086.80,0,1086.80
5723,1085.97,0,1085.97
10776,1083.49,0,1083.49
1693,1080.79,0,1080.79
8393,1080.53,0,1080.53
8261,1080.19,0,1080.19
8746,1079.78,0,1079.78
2366,1079.52,0,1079.52
7480,1078.38,0,1078.38
5541,1077.94,0,1077.94
11647,1077.89,0,1077.89
1056,1077.77,0,1077.77
8025,1077.57,0,1077.57
1379,1075.14,0,1075.14
6067,1074.11,0,1074.11
162,1073.58,0,1073.58
8714,1073.34,0,1073.34
407,1071.71,0,1071.71
6964,1070.58,0,1070.58
2547,1069.57,0,1069.57
7267,1066.37,0,1066.37
6551,1065.38,0,1065.38
521,1064.56,0,1064.56
2867,1061.65,0,1061.65
3932,1060.77,0,1060.77
7152,1060.20,0,1060.20
10147,1059.95,0,1059.95
6923,1058.81,0,1058.81
4272,1058.58,0,1058.58
7635,1057.93,0,1057.93
6353,1057.45,0,1057.45
896,1057.30,0,1057.30
926,1057.19,0,1057.19
7928,1056.65,0,1056.65
5449,1056.05,0,1056.05
2329,1055.83,0,1055.83
2748,1055.52,0,1055.52
5427,1055.26,0,1055.26
12764,1053.99,0,1053.99
315,1053.43,0,1053.43
7932,1052.02,0,1052.02
7094,1051.85,0,1051.85
2388,1051.36,0,1051.36
723,1050.52,0,1050.52
5593,1050.23,0,1050.23
2489,1050.00,0,1050.00
8978,1049.95,0,1049.95
456,1047.37,0,1047.37
1920,1046.05,0,1046.05
2724,1045.37,0,1045.37
7425,1045.07,0,1045.07
4631,1043.95,0,1043.95
2157,1043.44,0,1043.44
7335,1043.12,0,1043.12
4934,1042.68,0,1042.68
3250,1040.76,0,1040.76
11014,1039.97,0,1039.97
2239,1039.38,0,1039.38
5752,1039.19,0,1039.19
5643,1038.86,0,1038.86
5098,1037.89,0,1037.89
66,1036.98,0,1036.98
505,1036.72,0,1036.72
2769,1035.56,0,1035.56
8342,1034.88,0,1034.88
2361,1034.69,0,1034.69
3806,1034.28,0,1034.28
800,1032.77,0,1032.77
3839,1032.75,0,1032.75
1834,1032.68,0,1032.68
787,1032.56,0,1032.56
4769,1032.30,0,1032.30
3118,1031.71,0,1031.71
2024,1031.50,0,1031.50
6473,1031.35,0,1031.35
8895,1031.31,0,1031.31
12351,1030.77,0,1030.77
1406,1030.33,0,1030.33
1905,1029.47,0,1029.47
554,1026.84,0,1026.84
2825,1026.55,0,1026.55
4473,1026.13,0,1026.13
3354,1026.13,0,1026.13
5897,1025.49,0,1025.49
6650,1025.35,0,1025.35
3187,1024.51,0,1024.51
5135,1023.83,0,1023.83
5517,1022.33,0,1022.33
4543,1021.10,0,1021.10
630,1021.03,0,1021.03
11337,1019.45,0,1019.45
7001,1018.66,0,1018.66
7420,1018.10,0,1018.10
9286,1017.96,0,1017.96
1281,1016.91,0,1016.91
336,1016.79,0,1016.79
715,1016.36,0,1016.36
8750,1016.26,0,1016.26
2607,1015.86,0,1015.86
5459,1015.22,0,1015.22
805,1014.66,0,1014.66
3936,1014.17,0,1014.17
7656,1013.60,0,1013.60
2163,1013.27,0,1013.27
3793,1011.05,0,1011.05
8984,1010.25,0,1010.25
302,1008.24,0,1008.24
473,1007.78,0,1007.78
6614,1006.69,0,1006.69
7386,1004.87,0,1004.87
1292,1004.72,0,1004.72
5725,1003.56,0,1003.56
6162,1002.76,0,1002.76
7003,1001.95,0,1001.95
13032,1001.28,0,1001.28
5675,1000.19,0,1000.19
11368,1000.08,0,1000.08
27,999.30,0,999.30
3382,999.30,0,999.30
5338,999.03,0,999.03
2987,998.52,0,998.52
5230,997.95,0,997.95
1355,997.94,0,997.94
4441,997.28,0,997.28
2725,997.18,0,997.18
5419,996.94,0,996.94
2649,996.72,0,996.72
1777,996.18,0,996.18
1734,994.98,0,994.98
11123,994.33,0,994.33
8185,993.41,0,993.41
5777,993.09,0,993.09
1267,992.91,0,992.91
5624,992.86,0,992.86
7553,991.34,0,991.34
6425,990.38,0,990.38
4367,989.27,0,989.27
10704,987.15,0,987.15
1642,987.10,0,987.10
487,984.92,0,984.92
13055,984.38,0,984.38
2367,984.32,0,984.32
2406,984.05,0,984.05
1965,982.69,0,982.69
4582,982.54,0,982.54
5975,982.40,0,982.40
4463,982.37,0,982.37
1678,981.86,0,981.86
2890,981.35,0,981.35
12783,980.80,0,980.80
789,979.99,0,979.99
325,979.24,0,979.24
7967,978.87,0,978.87
10779,978.26,0,978.26
10367,978.24,0,978.24
3512,977.91,0,977.91
1943,977.90,0,977.90
589,977.40,0,977.40
6764,977.07,0,977.07
677,976.16,0,976.16
11434,974.89,0,974.89
5933,974.28,0,974.28
4413,974.03,0,974.03
9712,973.84,0,973.84
1339,973.22,0,973.22
4501,972.57,0,972.57
1792,970.89,0,970.89
4016,970.75,0,970.75
3336,970.63,0,970.63
9559,969.64,0,969.64
1572,969.32,0,969.32
2618,968.58,0,968.58
791,968.46,0,968.46
1783,968.17,0,968.17
529,967.53,0,967.53
8296,967.21,0,967.21
5277,967.10,0,967.10
4225,966.61,0,966.61
6462,966.37,0,966.37
9351,965.55,0,965.55
8923,965.11,0,965.11
766,964.37,0,964.37
3488,963.55,0,963.55
3815,962.58,0,962.58
5932,962.16,0,962.16
6337,961.59,0,961.59
5,961.56,0,961.56
435,960.84,0,960.84
2826,959.71,0,959.71
7250,959.45,0,959.45
1661,959.36,0,959.36
4361,958.43,0,958.43
1654,958.22,0,958.22
6099,957.61,0,957.61
7324,957.08,0,957.08
2386,956.94,0,956.94
10050,956.72,0,956.72
8065,956.18,0,956.18
7213,955.43,0,955.43
2644,955.21,0,955.21
5085,954.53,0,954.53
6506,954.31,0,954.31
8041,954.25,0,954.25
4886,954.18,0,954.18
3052,953.83,0,953.83
9969,952.14,0,952.14
3639,949.88,0,949.88
4884,949.09,0,949.09
5321,949.01,0,949.01
2122,948.96,0,948.96
7275,948.82,0,948.82
8825,947.60,0,947.60
5522,947.11,0,947.11
6635,946.91,0,946.91
3266,945.81,0,945.81
3566,945.55,0,945.55
4662,944.63,0,944.63
6131,943.98,0,943.98
4700,943.23,0,943.23
5765,943.17,0,943.17
8745,943.13,0,943.13
129,943.06,0,943.06
2376,942.99,0,942.99
2120,942.74,0,942.74
3160,942.37,0,942.37
1761,942.09,0,942.09
2346,942.03,0,942.03
10535,941.74,0,941.74
7508,941.40,0,941.40
1522,940.58,0,940.58
2195,940.19,0,940.19
9623,939.23,0,939.23
12209,938.99,0,938.99
468,938.24,0,938.24
6341,936.83,0,936.83
3994,936.37,0,936.37
210,935.47,0,935.47
4642,935.26,0,935.26
849,934.90,0,934.90
6475,934.83,0,934.83
1171,934.39,0,934.39
6578,934.29,0,934.29
9325,934.26,0,934.26
4681,933.54,0,933.54
1266,933.24,0,933.24
6047,933.04,0,933.04
11804,932.45,0,932.45
754,931.99,0,931.99
8380,931.60,0,931.60
1404,930.94,0,930.94
7194,930.88,0,930.88
1115,930.64,0,930.64
1002,930.25,0,930.25
5511,929.94,0,929.94
4847,928.78,0,928.78
11468,928.33,0,928.33
3196,927.87,0,927.87
5811,927.79,0,927.79
6975,927.39,0,927.39
9391,926.30,0,926.30
10397,926.18,0,926.18
2052,925.89,0,925.89
8696,925.58,0,925.58
7530,924.32,0,924.32
7645,923.51,0,923.51
2252,923.33,0,923.33
8333,923.06,0,923.06
2437,921.19,0,921.19
1242,920.88,0,920.88
4683,920.80,0,920.80
2187,920.68,0,920.68
4675,919.60,0,919.60
1489,919.37,0,919.37
12288,919.34,0,919.34
1269,919.06,0,919.06
4337,919.05,0,919.05
2364,918.71,0,918.71
3947,918.30,0,918.30
4049,918.29,0,918.29
4899,918.12,0,918.12
2121,917.76,0,917.76
5877,917.53,0,917.53
2638,917.24,0,917.24
11667,917.14,0,917.14
12124,917.08,0,917.08
2224,917.00,0,917.00
2575,916.54,0,916.54
4,916.13,0,916.13
5575,915.73,0,915.73
9298,915.17,0,915.17
8462,914.94,0,914.94
362,913.25,0,913.25
9829,913.05,0,913.05
1765,910.92,0,910.92
2484,910.53,0,910.53
4703,910.45,0,910.45
4048,909.70,0,909.70
2153,909.15,0,909.15
5804,909.05,0,909.05
1516,908.57,0,908.57
7957,908.39,0,908.39
3785,908.33,0,908.33
1448,907.47,0,907.47
6603,906.48,0,906.48
5833,905.81,0,905.81
6414,905.80,0,905.80
10174,905.80,0,905.80
6043,905.05,0,905.05
12445,904.88,0,904.88
5753,903.88,0,903.88
10940,903.79,0,903.79
587,903.61,0,903.61
9908,903.56,0,903.56
9028,903.02,0,903.02
4690,903.01,0,903.01
1251,902.92,0,902.92
4857,902.78,0,902.78
352,902.62,0,902.62
10796,902.10,0,902.10
11651,901.50,0,901.50
5281,901.37,0,901.37
5697,901.17,0,901.17
8070,900.83,0,900.83
7226,900.66,0,900.66
7747,900.64,0,900.64
2384,900.26,0,900.26
5556,899.84,0,899.84
7429,899.58,0,899.58
8566,899.39,0,899.39
2494,899.16,0,899.16
4549,898.63,0,898.63
2671,898.02,0,898.02
1504,897.86,0,897.86
2328,897.82,0,897.82
10471,897.31,0,897.31
371,897.21,0,897.21
94,897.21,0,897.21
2429,896.73,0,896.73
8725,895.75,0,895.75
62,895.68,0,895.68
4380,895.29,0,895.29
2261,895.04,0,895.04
1478,895.03,0,895.03
7833,894.69,0,894.69
525,894.56,0,894.56
11571,892.80,0,892.80
2946,891.95,0,891.95
3429,891.92,0,891.92
4092,891.91,0,891.91
989,891.70,0,891.70
5007,890.33,0,890.33
7411,889.84,0,889.84
4147,889.48,0,889.48
6020,888.53,0,888.53
9827,888.11,0,888.11
2113,887.23,0,887.23
5504,886.27,0,886.27
1450,886.07,0,886.07
1927,885.65,0,885.65
818,884.43,0,884.43
10205,883.80,0,883.80
2691,883.01,0,883.01
1755,882.65,0,882.65
1353,882.46,0,882.46
2794,882.11,0,882.11
6645,881.83,0,881.83
6277,881.52,0,881.52
3318,881.09,0,881.09
5186,880.87,0,880.87
3894,880.18,0,880.18
2788,879.85,0,879.85
1490,879.62,0,879.62
825,879.02,0,879.02
5873,878.53,0,878.53
4285,878.52,0,878.52
2997,877.81,0,877.81
4541,877.15,0,877.15
3472,876.95,0,876.95
4651,876.50,0,876.50
3046,875.95,0,875.95
2226,875.80,0,875.80
5869,875.78,0,875.78
2063,874.98,0,874.98
1515,874.61,0,874.61
1153,874.52,0,874.52
1551,873.76,0,873.76
5867,873.63,0,873.63
1133,873.37,0,873.37
9127,872.68,0,872.68
7220,872.44,0,872.44
12187,872.23,0,872.23
361,872.22,0,872.22
7616,871.93,0,871.93
5960,871.57,0,871.57
712,870.89,0,870.89
4912,870.39,0,870.39
4584,870.31,0,870.31
11581,869.81,0,869.81
5790,869.51,0,869.51
5123,869.28,0,869.28
1487,867.88,0,867.88
7166,867.68,0,867.68
2683,867.56,0,867.56
6399,867.36,0,867.36
19,866.60,0,866.60
6949,866.43,0,866.43
3677,866.04,0.00,866.04
13417,865.64,0,865.64
7296,865.59,0,865.59
3506,865.36,0,865.36
1166,865.36,0,865.36
7664,864.61,0,864.61
4087,864.58,0,864.58
3039,864.53,0,864.53
6386,864.10,0,864.10
369,863.69,0,863.69
10957,863.54,0,863.54
10847,862.19,0,862.19
4245,862.03,0,862.03
5080,861.60,0,861.60
2203,861.50,0,861.50
478,861.13,0,861.13
1174,859.98,0,859.98
6247,858.89,0,858.89
7809,858.67,0,858.67
2231,858.23,0,858.23
5440,858.20,0,858.20
4689,857.28,0,857.28
4260,856.97,0,856.97
4090,856.49,0,856.49
9515,856.18,0,856.18
4813,856.11,0,856.11
1352,855.92,0,855.92
2287,855.65,0,855.65
2929,855.41,0,855.41
9793,854.71,0,854.71
3212,854.47,0,854.47
1545,853.94,0,853.94
208,853.61,0,853.61
604,853.34,0,853.34
10621,852.75,0,852.75
3149,852.73,0,852.73
5666,852.52,0,852.52
6226,851.88,0,851.88
902,851.69,0,851.69
3800,851.15,0,851.15
8177,850.75,0,850.75
172,850.60,0,850.60
2927,850.30,0,850.30
661,849.47,0,849.47
8818,849.38,0,849.38
4763,848.95,0,848.95
3840,848.94,0,848.94
8706,848.86,0,848.86
8346,848.54,0,848.54
3632,848.51,0,848.51
9955,848.25,0,848.25
6853,847.77,0,847.77
4808,847.54,0,847.54
6019,847.51,0,847.51
3985,847.35,0,847.35
7689,846.39,0,846.39
2515,845.26,0,845.26
2835,844.81,0,844.81
7404,843.08,0,843.08
323,842.65,0,842.65
633,842.11,0,842.11
1895,842.08,0,842.08
2656,841.83,0,841.83
3706,840.57,0,840.57
4262,839.42,0,839.42
4640,839.11,0,839.11
12051,839.05,0,839.05
3240,838.95,0,838.95
4472,838.61,0,838.61
3877,838.53,0,838.53
5224,838.52,0,838.52
6982,837.76,0,837.76
7740,836.71,0,836.71
8079,835.86,0,835.86
1916,834.84,0,834.84
3258,834.61,0,834.61
625,834.56,0,834.56
6756,834.38,0,834.38
4104,834.07,0,834.07
8814,834.02,0,834.02
5559,833.98,0,833.98
5218,833.71,0,833.71
12503,833.66,0,833.66
909,833.35,0,833.35
5993,833.23,0,833.23
1695,832.95,0,832.95
8425,832.81,0,832.81
5092,831.73,0,831.73
623,831.35,0,831.35
1315,831.32,0,831.32
237,830.63,0,830.63
1484,830.51,0,830.51
4516,830.30,0,830.30
3356,830.21,0,830.21
638,829.27,0,829.27
6313,829.07,0,829.07
3797,829.00,0,829.00
8829,828.79,0,828.79
3290,828.60,0,828.60
1599,828.18,0,828.18
1318,827.10,0,827.10
6253,827.05,0,827.05
1595,826.12,0,826.12
5965,825.64,0,825.64
2722,825.14,0,825.14
7822,824.74,0,824.74
4915,823.35,0,823.35
2403,823.34,0,823.34
8284,823.21,0,823.21
2119,822.40,0,822.40
4476,822.00,0,822.00
5239,821.72,0,821.72
898,821.70,0,821.70
2035,821.27,0,821.27
7415,821.14,0,821.14
6201,821.10,0,821.10
7318,820.22,0,820.22
281,820.10,0,820.10
6688,819.78,0,819.78
9931,819.20,0,819.20
4499,819.18,0,819.18
1940,818.56,0,818.56
4009,818.11,0,818.11
10876,817.66,0,817.66
1974,817.59,0,817.59
9880,817.26,0,817.26
9612,817.20,0,817.20
11786,816.68,0,816.68
372,816.67,0,816.67
6511,816.54,0,816.54
4878,816.43,0,816.43
1297,816.13,0,816.13
9406,815.43,0,815.43
2100,815.39,0,815.39
2954,814.69,0,814.69
125,814.24,0,814.24
2165,813.81,0,813.81
716,813.70,0,813.70
5124,813.32,0,813.32
3304,813.07,0,813.07
2666,812.36,0,812.36
4151,812.01,0,812.01
193,811.95,0,811.95
8778,811.35,0,811.35
672,811.25,0,811.25
3996,811.24,0,811.24
4547,809.92,0,809.92
10262,808.94,0,808.94
8699,808.70,0,808.70
149,808.07,0,808.07
2830,807.95,0,807.95
2243,807.86,0,807.86
7988,807.78,0,807.78
13138,807.44,0,807.44
696,807.30,0,807.30
2322,806.28,0,806.28
10419,806.05,0,806.05
6556,805.57,0,805.57
5422,805.35,0,805.35
13074,805.31,0,805.31
5982,805.13,0,805.13
269,804.92,0,804.92
3997,804.77,0,804.77
7043,804.00,0,804.00
6610,803.82,0,803.82
70,803.64,0,803.64
12,803.42,0,803.42
5601,802.93,0,802.93
10325,802.75,0,802.75
7793,802.50,0,802.50
9418,802.25,0,802.25
10605,801.84,0,801.84
482,801.56,0,801.56
2934,801.48,0,801.48
301,801.44,0,801.44
346,801.36,0,801.36
11136,800.94,0,800.94
2305,800.00,0,800.00
6460,799.84,0,799.84
9879,799.37,0,799.37
4425,799.07,0,799.07
466,799.02,0,799.02
5947,798.71,0,798.71
6118,798.67,0,798.67
7507,798.27,0,798.27
3655,797.92,0,797.92
3409,797.45,0,797.45
11496,797.44,0,797.44
5842,797.31,0,797.31
5495,797.28,0,797.28
3759,796.23,0,796.23
2451,796.20,0,796.20
2072,795.78,0,795.78
11318,795.62,0,795.62
411,794.81,0,794.81
5744,794.69,0,794.69
6738,794.44,0,794.44
1124,794.03,0,794.03
2793,793.64,0,793.64
1954,793.30,0,793.30
1052,792.92,0,792.92
4952,792.55,0,792.55
3625,792.54,0,792.54
1857,792.40,0,792.40
5772,792.37,0,792.37
2296,792.02,0,792.02
820,791.90,0,791.90
1387,791.84,0,791.84
11657,791.30,0,791.30
4055,791.28,0,791.28
4312,791.13,0,791.13
3755,791.08,0,791.08
3520,790.33,0,790.33
10238,789.90,0,789.90
1890,789.27,0,789.27
3571,789.08,0,789.08
13249,788.90,0,788.90
9215,788.37,0,788.37
3675,787.82,0,787.82
11655,787.47,0,787.47
4030,787.12,0,787.12
165,787.10,0,787.10
1055,786.86,0,786.86
7263,786.32,0,786.32
81,785.98,0,785.98
2604,785.85,0,785.85
31,785.48,0,785.48
10625,784.87,0,784.87
6981,784.79,0,784.79
9740,784.77,0,784.77
6627,784.51,0,784.51
1524,784.15,0,784.15
5405,784.11,0,784.11
10902,784.05,0,784.05
4274,783.64,0,783.64
3974,783.41,0,783.41
